src	trg	w
147	77	10
147	14	8
147	21	2
149	432	13
149	117	17
149	240	1
150	1810	9
150	1046	6
150	841	8
150	375	18
150	496	8
150	1990	14
150	1722	5
150	1555	7
150	128	14
150	196	13
151	1995	13
153	572	1
154	841	9
154	496	10
154	139	1
154	384	1
154	2069	9
154	2178	9
154	204	16
154	330	20
154	96	8
154	2	4
154	102	8
154	1398	20
154	147	3
154	77	2
154	1492	4
155	126	2
155	78	11
156	1047	11
156	173	18
156	306	2
156	245	11
156	66	9
157	323	3
157	305	5
157	240	5
158	2439	1
159	723	12
159	1546	16
160	306	16
161	9	4
161	14	6
161	557	9
161	1106	8
161	377	15
161	212	15
161	947	19
161	105	13
161	1	9
161	176	17
161	331	7
161	306	15
161	24	16
161	2	17
163	3430	20
163	835	3
164	3350	20
164	2594	13
164	2947	11
164	2597	17
167	473	10
168	371	14
168	331	16
168	171	16
170	2932	20
171	1952	10
171	777	5
171	84	13
171	147	4
171	19	6
171	168	9
173	2052	8
173	1287	2
173	2006	2
173	3066	5
173	16	5
173	1203	20
173	3670	3
173	3731	20
173	214	2
173	3579	18
173	2600	8
173	1719	20
173	50	3
173	568	8
173	656	19
173	1085	10
173	303	17
173	364	7
173	563	19
173	473	14
173	2729	19
173	1971	12
173	2471	17
173	84	6
173	1175	7
173	2810	17
173	496	3
173	1429	14
173	428	3
173	838	10
173	11	12
173	77	9
173	830	10
173	139	2
173	1247	8
173	1889	20
173	770	17
173	272	5
173	288	20
173	1603	11
173	19	1
173	801	20
173	538	14
173	79	18
173	391	12
173	1707	9
173	1048	3
173	30	17
173	9	19
173	799	4
173	395	14
173	42	2
173	212	7
173	87	16
173	306	20
173	826	18
173	58	19
173	1127	4
173	1560	12
173	1	9
173	14	9
173	375	9
173	107	13
173	180	12
173	21	20
173	1522	9
173	204	14
173	777	18
173	326	3
173	296	2
173	254	2
173	203	3
173	224	4
173	239	11
173	1047	1
173	102	6
173	436	6
173	156	14
173	350	6
173	3	10
173	54	1
173	1398	1
173	1199	9
173	96	7
173	507	11
173	147	3
174	1990	12
174	147	15
175	1087	16
175	123	4
175	109	11
176	3731	18
176	3612	12
176	306	13
176	436	20
176	496	5
176	395	10
176	19	12
176	84	14
176	173	9
176	79	16
176	1047	1
176	1560	15
176	263	4
176	326	2
176	104	8
176	492	1
176	54	8
176	1398	3
176	753	20
176	21	7
176	755	18
176	777	4
176	50	8
176	2	14
176	18	10
176	48	11
176	456	1
176	96	1
176	317	20
176	16	9
176	161	10
176	105	11
176	57	3
176	66	6
176	156	20
176	14	17
176	77	13
176	147	14
177	1970	11
177	1323	8
177	1986	17
177	14	5
177	147	20
177	598	11
177	1398	13
177	31	8
177	391	15
177	326	2
177	111	8
177	109	1
178	2528	13
178	1920	4
178	2411	11
178	1599	14
178	83	3
179	2086	9
179	1719	12
179	496	3
179	128	1
179	24	11
179	123	2
179	105	18
179	563	20
180	272	5
180	79	17
180	196	13
180	2178	14
180	1615	2
180	350	3
180	2034	18
180	496	20
180	436	2
180	147	13
180	665	1
180	9	13
180	102	15
180	212	16
180	84	16
180	105	16
180	947	14
180	317	16
180	1287	14
180	1707	18
180	21	4
180	306	19
180	342	14
180	801	17
182	426	15
183	172	8
184	632	7
188	271	2
188	1794	3
188	893	8
188	2317	15
188	2855	14
188	1054	2
188	2074	5
188	2560	8
188	852	1
188	3324	14
188	1795	8
188	3104	7
188	964	3
188	1643	18
188	1096	17
188	835	6
188	1545	12
188	1913	5
188	1081	4
188	2430	12
188	711	17
188	1698	5
188	2216	16
188	565	19
188	1402	2
188	812	9
189	306	8
192	410	10
192	272	8
192	326	15
192	303	11
192	2034	4
192	11	1
192	362	12
192	1526	14
192	127	11
192	96	20
192	2006	17
192	496	1
192	145	17
192	79	8
192	92	15
192	375	18
192	13	20
192	563	11
192	102	20
192	105	19
192	239	17
192	507	5
192	98	12
194	15	8
194	84	5
196	180	15
196	563	7
196	548	15
196	306	9
196	102	20
196	496	17
196	150	13
202	3731	18
202	3285	13
202	2132	14
202	77	7
202	1075	19
202	326	4
203	2034	1
203	102	7
203	496	15
203	317	9
203	21	10
203	16	2
203	410	12
203	9	10
203	224	14
203	239	9
203	79	5
203	105	10
203	96	12
203	84	15
203	2	17
203	1092	8
203	1	1
204	2086	3
204	3578	1
204	54	8
204	272	11
204	2759	12
204	1047	6
204	139	2
204	34	20
204	84	13
204	11	3
204	690	4
204	154	20
204	2034	9
204	105	14
204	2178	7
204	496	16
204	582	11
204	102	16
204	2	19
204	375	7
204	239	11
204	96	7
204	21	16
204	77	10
204	877	20
204	79	11
204	306	6
204	19	16
204	24	13
205	113	14
206	1264	13
208	1615	17
208	496	8
208	1555	1
208	632	18
208	772	4
208	497	15
208	147	10
208	53	20
212	272	10
212	658	20
212	2214	5
212	42	18
212	1307	18
212	496	5
212	469	1
212	139	6
212	2815	20
212	514	9
212	3057	20
212	1407	12
212	180	10
212	1554	15
212	1522	17
212	1398	5
212	63	1
212	395	4
212	14	11
212	66	12
212	19	17
212	375	8
212	704	6
212	326	18
212	1199	15
212	54	2
212	224	3
212	436	16
212	16	6
212	30	18
212	442	3
212	203	2
212	1092	4
212	79	2
212	350	7
212	204	7
212	102	5
212	1047	13
212	306	20
212	777	1
212	9	15
212	50	13
212	105	5
212	84	1
212	57	9
212	24	17
212	161	10
212	1287	20
212	77	6
212	147	1
212	947	1
212	21	20
212	96	19
212	127	20
212	317	19
212	2	18
213	65	3
214	173	2
214	1398	4
214	1773	11
214	2938	9
214	1554	10
214	582	14
214	391	6
214	62	2
214	306	13
214	511	8
214	1539	13
215	467	2
215	2566	19
215	217	16
216	14	5
216	147	16
216	19	10
217	730	7
217	467	19
217	215	4
219	151	6
219	375	12
219	549	11
219	600	4
219	2396	6
219	342	6
220	93	5
220	77	8
220	263	7
220	1555	17
220	19	16
220	139	14
220	147	15
222	918	11
224	3574	11
224	3061	8
224	1827	12
224	1287	3
224	228	13
224	1555	9
224	31	6
224	11	3
224	704	9
224	77	3
224	496	20
224	1522	14
224	473	13
224	1560	13
224	892	16
224	507	11
224	1526	19
224	2214	15
224	326	1
224	2006	1
224	436	18
224	1119	14
224	139	2
224	9	1
224	1415	14
224	72	17
224	87	19
224	272	1
224	1398	12
224	30	9
224	102	4
224	54	18
224	203	18
224	79	14
224	339	20
224	239	10
224	96	4
224	375	7
224	84	12
224	350	3
224	611	1
226	770	20
226	375	18
226	1085	7
226	1398	10
226	1047	8
226	1287	17
226	507	2
226	536	1
228	2958	15
228	272	18
228	1407	2
228	436	11
228	377	4
228	79	7
228	1919	11
228	1047	8
228	3323	11
228	947	8
228	105	17
228	203	5
228	11	20
228	1952	14
228	473	3
228	496	14
228	224	10
228	375	12
228	57	11
228	30	8
228	77	7
228	54	19
228	1566	7
228	14	5
228	230	17
228	931	14
228	317	19
228	147	4
228	50	10
228	102	1
228	24	5
228	306	1
228	96	10
230	1342	2
230	77	8
230	436	16
230	1729	10
230	473	19
230	1522	18
230	50	12
230	30	3
230	395	3
230	306	11
230	228	18
230	96	16
230	364	2
230	755	17
230	407	17
230	147	15
230	931	14
232	147	2
232	21	16
236	3975	17
236	323	14
236	1988	20
236	147	8
236	157	6
236	244	18
236	1652	3
236	305	15
236	2411	7
236	303	19
236	2044	6
237	892	8
237	940	19
237	147	15
237	375	13
237	1398	10
237	364	13
237	1729	6
237	1136	8
237	304	10
237	1043	9
238	83	10
239	296	12
239	1952	17
239	829	14
239	548	4
239	1398	19
239	2034	14
239	203	8
239	272	19
239	224	11
239	87	1
239	173	12
239	192	19
239	102	16
239	105	10
239	147	10
239	204	7
239	79	6
239	306	2
239	98	16
239	139	2
240	615	13
240	1652	4
240	117	6
240	1832	1
240	830	15
240	147	6
240	157	7
240	149	20
242	2219	11
243	1920	20
243	1287	4
243	1085	18
243	411	16
243	507	20
243	326	10
243	3150	14
243	96	1
243	375	9
243	770	15
243	77	5
243	2396	20
243	1398	17
243	2127	13
243	1729	3
243	291	12
244	323	1
244	542	8
244	1132	8
244	2411	19
244	12	1
244	1683	8
244	73	6
244	830	4
244	236	3
244	1246	4
244	1988	19
244	1652	15
244	305	12
245	156	12
249	3579	9
249	371	13
249	96	10
249	2069	17
249	21	18
249	147	15
251	2214	6
254	421	9
254	805	12
257	1468	4
257	3338	14
257	1131	19
257	646	15
263	1645	6
263	472	11
263	272	4
263	615	13
263	306	20
263	96	5
263	220	16
263	317	7
263	1047	18
263	892	13
263	1	20
263	79	1
263	102	20
263	563	7
263	1555	5
263	176	4
263	466	9
263	507	11
263	131	14
263	139	20
263	1398	1
263	147	16
271	2074	6
272	1247	10
272	11	2
272	2958	7
272	1199	8
272	1892	10
272	3774	12
272	2600	17
272	3061	6
272	2396	9
272	1415	15
272	192	4
272	228	1
272	2011	3
272	2006	7
272	1560	1
272	263	2
272	514	12
272	1919	4
272	456	3
272	1085	8
272	2069	13
272	1889	3
272	1952	14
272	208	5
272	801	9
272	2214	16
272	1047	13
272	496	5
272	139	7
272	49	10
272	50	3
272	436	4
272	212	6
272	53	13
272	21	2
272	507	16
272	84	13
272	473	9
272	173	4
272	492	14
272	224	15
272	204	3
272	57	9
272	777	16
272	704	12
272	472	2
272	1172	13
272	87	18
272	563	7
272	375	13
272	239	20
272	391	11
272	19	5
272	326	14
272	1522	7
272	1398	12
272	77	11
272	203	13
272	131	15
272	350	14
272	30	16
272	1287	11
272	180	14
272	79	16
272	2	11
272	306	11
272	14	19
272	9	9
272	102	19
272	364	3
272	317	14
272	96	6
272	147	5
273	1919	19
273	139	15
273	1889	6
273	496	3
273	0	8
273	1307	19
274	1307	17
283	1005	20
283	1387	2
283	3502	19
283	1558	6
284	799	20
284	147	1
284	1398	7
284	1359	20
284	1613	8
284	1313	7
285	518	15
285	1468	15
285	96	10
285	1990	5
285	147	16
285	537	15
285	1476	12
286	1421	19
286	1750	19
286	1190	18
286	1062	17
286	1131	18
286	365	18
286	1497	11
288	1446	14
289	452	11
289	1398	5
289	496	4
289	14	8
291	4045	4
291	1920	19
291	1085	5
291	520	17
291	1037	15
291	77	19
291	2127	8
291	30	6
291	549	20
291	411	16
291	2396	4
291	364	4
291	384	11
291	243	12
292	108	14
296	877	17
296	1566	10
296	323	20
296	817	4
296	2600	12
296	57	3
296	37	20
296	303	5
296	239	11
296	1599	4
296	436	4
296	428	6
296	1919	20
296	1092	1
296	496	15
296	1047	18
296	77	15
296	801	14
296	63	5
296	305	11
296	777	16
296	30	18
296	407	9
296	173	15
296	317	12
296	1398	20
296	582	20
296	306	19
296	147	19
298	230	14
300	1879	3
300	1554	1
300	1651	9
300	2620	6
300	1934	2
303	323	7
303	291	19
303	1132	12
303	1990	6
303	318	1
303	73	19
303	296	9
303	1398	13
303	2904	7
303	2044	16
303	192	11
303	1535	19
303	1287	9
303	375	10
303	830	5
303	704	17
303	488	17
303	305	10
304	421	2
304	1715	7
304	859	1
304	872	5
304	1810	13
304	2482	18
304	879	12
304	808	2
304	237	18
304	1043	8
305	1724	10
305	3975	10
305	73	15
305	1988	10
305	236	13
305	323	13
305	1683	11
305	147	12
305	2411	15
305	2044	2
305	830	10
305	1652	4
305	2355	20
305	296	16
305	704	14
305	157	3
305	442	15
305	303	3
306	2234	11
306	434	8
306	2716	12
306	690	10
306	461	16
306	639	7
306	1762	20
306	3598	4
306	3066	8
306	611	3
306	1132	8
306	514	7
306	3574	8
306	363	20
306	2528	18
306	0	20
306	1648	19
306	2459	18
306	1429	10
306	2187	1
306	2866	8
306	179	19
306	2396	14
306	1173	16
306	2689	12
306	846	7
306	3579	10
306	1895	1
306	150	14
306	2189	11
306	839	15
306	2112	9
306	357	5
306	71	8
306	2859	7
306	1659	18
306	2011	14
306	2908	1
306	421	12
306	2369	11
306	176	16
306	755	12
306	1246	4
306	1471	12
306	203	3
306	892	10
306	1554	7
306	733	4
306	3094	16
306	273	19
306	814	20
306	3061	13
306	1599	5
306	214	6
306	2308	8
306	168	12
306	1075	15
306	2846	7
306	933	1
306	284	6
306	448	16
306	1199	10
306	811	18
306	196	8
306	1085	16
306	2221	13
306	2262	2
306	605	16
306	1952	18
306	1892	3
306	1326	20
306	1531	19
306	1092	9
306	53	19
306	1971	18
306	428	13
306	1734	10
306	522	7
306	432	4
306	1114	7
306	156	2
306	2058	8
306	285	15
306	832	12
306	1713	15
306	98	6
306	1496	9
306	2178	16
306	2205	19
306	1465	15
306	2069	17
306	719	2
306	237	4
306	1183	13
306	1919	18
306	496	4
306	563	9
306	2034	16
306	527	12
306	426	19
306	407	11
306	772	16
306	1048	7
306	18	15
306	249	5
306	523	12
306	1535	8
306	466	8
306	1415	15
306	1889	3
306	1522	13
306	7	9
306	1259	10
306	521	11
306	353	1
306	395	20
306	376	16
306	1100	10
306	472	5
306	375	18
306	1555	12
306	1603	5
306	1407	7
306	296	5
306	180	12
306	30	20
306	704	4
306	130	15
306	70	4
306	1707	13
306	173	7
306	87	3
306	326	20
306	1560	18
306	224	18
306	1566	9
306	105	8
306	1307	3
306	272	12
306	1398	15
306	330	13
306	877	19
306	230	10
306	1329	17
306	212	7
306	239	19
306	492	19
306	442	20
306	50	2
306	104	9
306	1127	18
306	84	4
306	781	19
306	799	11
306	548	13
306	127	14
306	228	1
306	1047	8
306	777	5
306	507	17
306	189	19
306	119	5
306	43	8
306	473	12
306	830	14
306	139	18
306	350	10
306	54	8
306	96	7
306	42	11
306	436	5
306	58	4
306	16	20
306	1	14
306	21	6
306	93	5
306	177	11
306	2	5
306	36	4
306	57	14
306	25	16
306	79	16
306	106	15
306	102	14
306	582	8
306	19	20
306	4	15
306	14	20
306	204	7
306	34	2
306	317	1
306	24	17
306	147	3
306	161	3
306	77	19
306	66	7
307	171	1
308	1062	3
310	617	12
311	2396	9
311	411	6
311	285	17
311	2677	16
312	2342	4
314	2185	15
316	1330	5
316	1315	10
317	325	2
317	363	3
317	3774	10
317	514	16
317	3578	5
317	2689	15
317	2600	6
317	1465	9
317	538	5
317	364	10
317	2396	2
317	330	12
317	461	15
317	472	18
317	2069	17
317	203	16
317	781	18
317	2214	3
317	263	16
317	384	14
317	180	7
317	2034	17
317	1739	5
317	1539	12
317	1707	10
317	877	9
317	830	12
317	1398	5
317	296	7
317	30	12
317	21	14
317	105	16
317	1199	18
317	272	14
317	79	5
317	50	8
317	350	13
317	1047	17
317	212	1
317	436	3
317	139	6
317	54	4
317	582	7
317	228	18
317	19	19
317	96	9
317	57	12
317	176	14
317	14	18
317	306	7
317	77	16
317	147	4
318	303	17
319	748	5
321	17	17
322	1350	4
322	2001	10
322	1752	18
322	391	14
322	254	16
323	3598	16
323	1398	19
323	1724	1
323	244	6
323	157	13
323	704	6
323	303	7
323	1652	18
323	296	18
323	236	9
323	305	8
325	75	6
325	3578	9
325	317	5
325	830	15
325	2799	10
326	1085	5
326	3956	5
326	2542	14
326	131	13
326	1920	12
326	243	14
326	11	20
326	1895	3
326	2396	16
326	530	16
326	781	13
326	192	1
326	1952	5
326	469	7
326	1535	6
326	1986	15
326	1323	9
326	2214	20
326	139	20
326	472	9
326	2304	15
326	2355	18
326	48	10
326	53	12
326	102	5
326	1526	8
326	224	14
326	1106	10
326	507	18
326	892	8
326	436	12
326	176	14
326	1047	6
326	127	18
326	830	8
326	77	3
326	1522	4
326	350	3
326	79	6
326	391	7
326	147	1
326	272	8
326	306	6
326	87	6
326	1162	19
326	375	14
326	212	16
326	2	3
326	1398	12
326	598	8
326	19	7
326	9	14
326	54	10
326	755	7
326	96	5
326	31	1
326	113	20
326	177	13
328	464	2
330	11	3
330	105	9
330	204	19
330	582	5
330	317	1
330	350	10
330	830	4
330	364	4
330	892	7
330	154	7
330	273	9
330	139	8
330	1287	6
330	326	4
330	272	2
330	507	5
330	84	3
330	1522	15
330	375	8
330	1398	18
330	77	19
330	79	13
330	1429	12
330	1329	18
330	436	3
330	1211	17
330	1554	6
330	19	18
330	2069	5
330	101	12
330	1919	19
330	537	11
330	24	4
330	102	19
330	1048	7
330	1889	6
330	395	11
330	780	14
330	98	5
330	54	7
330	96	10
330	496	19
330	1047	8
330	306	7
330	147	5
331	29	13
331	5	20
331	105	15
331	106	8
331	2	3
331	168	15
331	79	20
331	161	17
334	3574	3
334	3061	10
334	3646	7
334	1162	12
334	2086	1
334	3578	11
334	2178	19
334	3103	4
334	79	18
334	1287	19
334	50	5
334	426	16
334	391	4
334	1398	6
334	582	9
338	2461	7
339	345	19
339	557	5
339	224	17
339	1326	3
339	66	15
339	106	1
344	973	20
344	1052	6
345	339	5
346	1988	9
346	240	11
346	603	13
349	1988	16
349	2736	11
349	1398	13
350	390	17
350	180	7
350	488	14
350	2689	3
350	1047	11
350	1462	18
350	2396	5
350	1247	15
350	1630	2
350	2214	6
350	326	7
350	801	18
350	105	6
350	1522	1
350	272	7
350	1	11
350	472	10
350	50	16
350	364	1
350	499	7
350	173	8
350	375	2
350	702	9
350	9	4
350	1398	17
350	30	2
350	19	4
350	436	2
350	1199	20
350	496	5
350	224	6
350	2	1
350	212	8
350	79	3
350	21	10
350	582	2
350	147	12
350	317	14
350	14	10
350	77	19
350	102	6
350	306	5
350	96	4
350	139	20
353	147	19
353	264	12
353	1398	14
353	391	11
353	1136	5
353	306	10
354	3453	10
354	2407	14
354	1337	10
354	3407	14
354	2719	19
354	2681	6
354	745	17
354	3600	8
355	1050	5
356	2555	13
358	3221	20
359	102	16
359	2086	8
362	92	19
362	31	20
362	410	18
362	528	9
362	192	9
362	98	9
362	11	13
363	1398	12
363	1132	17
363	1971	15
363	96	15
363	514	12
363	79	1
363	1287	5
363	317	19
363	391	8
363	1468	4
363	2411	14
363	830	7
363	582	9
363	1162	7
363	24	1
363	306	12
363	326	19
364	2713	11
364	582	18
364	4045	7
364	1371	4
364	1367	12
364	1246	17
364	173	14
364	1522	5
364	291	3
364	3081	8
364	317	18
364	3181	10
364	2922	13
364	2866	19
364	3859	9
364	1768	19
364	1501	7
364	2006	7
364	11	5
364	814	1
364	384	5
364	2396	3
364	411	1
364	430	6
364	1496	8
364	536	14
364	514	13
364	237	13
364	634	17
364	1739	15
364	1882	7
364	1596	7
364	147	17
364	1172	1
364	934	9
364	406	13
364	789	9
364	1185	5
364	1329	10
364	1339	6
364	1046	4
364	230	6
364	520	7
364	132	4
364	507	15
364	1412	14
364	272	12
364	350	12
364	1398	9
364	30	10
365	553	14
365	3463	2
365	1678	7
366	2922	15
370	1889	12
370	145	4
370	525	12
370	401	16
370	2729	13
370	2908	18
370	3066	17
370	3365	16
370	1533	18
370	1079	1
370	523	1
371	905	4
371	249	19
371	168	13
371	582	6
371	1398	14
371	147	7
372	1728	13
373	2354	20
373	3820	8
373	3555	9
374	414	4
374	973	1
375	1173	4
375	1920	16
375	3956	19
375	1589	7
375	3505	11
375	530	19
375	1471	18
375	243	20
375	515	10
375	525	4
375	770	6
375	1287	18
375	2396	6
375	57	5
375	1085	20
375	2052	20
375	11	14
375	1476	12
375	14	8
375	192	2
375	53	7
375	496	13
375	2214	18
375	2189	4
375	96	6
375	2006	11
375	224	11
375	79	13
375	1526	11
375	102	8
375	1522	14
375	272	19
375	303	8
375	21	19
375	84	13
375	147	12
375	77	18
375	507	17
375	1398	5
375	326	12
375	204	13
375	9	7
376	306	6
376	147	7
377	228	11
377	1246	2
377	161	6
384	3774	5
384	549	5
384	520	16
384	3344	12
384	2917	7
384	306	12
384	411	7
384	2396	15
384	2214	8
384	154	8
384	53	10
384	139	14
384	733	9
384	507	17
384	326	8
384	537	11
384	79	12
384	892	6
384	1287	1
384	2069	4
384	102	10
384	473	9
384	364	15
384	1398	4
384	317	11
384	375	19
384	228	6
384	230	15
384	147	19
384	1739	8
384	30	17
384	77	10
384	291	12
384	272	10
384	96	9
385	3325	11
385	2329	15
385	462	4
386	2073	8
386	1569	16
386	1494	9
389	2625	3
389	403	2
389	1899	14
389	2466	14
390	350	1
391	2598	18
391	214	10
391	2838	6
391	2832	14
391	485	13
391	1537	20
391	2747	4
391	3297	16
391	563	14
391	102	11
391	326	1
391	161	20
391	507	9
391	403	16
391	42	20
391	755	18
391	224	13
391	497	6
391	1282	4
391	401	18
391	144	17
391	191	13
391	208	1
391	2	17
391	777	1
391	480	20
391	84	3
391	254	13
391	1323	13
391	147	1
391	582	13
391	322	11
391	24	6
391	19	8
391	21	1
391	139	17
391	77	17
391	57	5
391	96	19
391	105	1
391	204	20
391	34	14
391	306	1
391	1	1
391	79	12
391	7	13
391	177	2
391	9	9
392	391	4
392	147	11
392	306	14
392	1555	7
394	1047	9
394	1439	1
394	2084	5
394	1085	1
394	1359	19
394	1169	18
395	1127	1
395	496	17
395	3323	3
395	350	18
395	24	4
395	16	6
395	777	5
395	30	3
395	272	16
395	326	13
395	147	16
395	1889	12
395	1739	19
395	306	3
395	102	2
395	21	8
395	84	16
395	212	14
395	330	17
395	230	18
396	420	9
397	1810	8
398	1250	1
401	970	12
401	1162	18
401	1325	5
402	749	3
402	3096	11
403	1131	8
403	1899	18
403	389	14
403	2625	5
403	1945	12
403	1169	16
406	1398	14
406	364	15
407	96	17
407	947	3
407	436	16
407	306	3
407	77	9
407	473	13
407	1047	14
407	9	12
407	230	1
408	1978	18
408	2521	2
408	733	1
408	1539	12
410	507	8
410	13	18
410	362	16
410	24	11
410	92	14
410	2189	8
410	21	6
410	98	1
410	77	17
410	772	11
410	102	18
410	105	3
410	79	17
410	96	1
410	563	20
410	496	11
410	3	1
410	1287	6
410	2006	20
410	2	4
410	1	12
410	375	7
410	192	5
410	16	8
410	203	2
411	243	11
411	582	16
411	1920	3
411	2006	10
411	11	19
411	2482	11
411	600	1
411	384	13
411	52	8
411	2052	11
411	2002	5
411	1367	6
411	311	4
411	147	10
411	2922	10
411	291	13
411	770	12
411	507	11
411	30	20
411	2396	11
411	2444	2
411	1287	1
411	364	20
411	1127	4
411	1739	11
411	335	12
411	1398	8
413	2073	14
413	1335	10
413	2524	14
414	2112	8
414	1863	4
414	2762	16
414	1877	10
414	1717	8
414	2016	11
414	1596	18
414	625	19
414	1206	7
415	1666	20
415	513	19
415	1396	6
415	1709	17
415	638	7
415	1555	12
416	4075	3
416	2843	13
416	3269	19
416	2600	11
416	1561	7
416	147	16
420	1834	20
421	1043	10
421	304	9
421	3892	4
421	1729	12
421	254	2
422	4023	12
422	3021	20
422	2953	8
422	2586	6
422	995	17
423	563	14
426	3646	16
427	4019	5
427	3469	5
427	3763	8
427	2943	16
427	206	3
427	3111	12
427	411	17
427	2396	11
428	147	9
432	617	13
432	1404	5
433	645	11
433	654	16
433	3010	11
434	992	11
435	1834	11
436	71	17
436	228	11
436	1971	14
436	2384	17
436	87	20
436	2600	8
436	17	6
436	180	6
436	296	4
436	452	20
436	492	19
436	79	13
436	14	6
436	176	12
436	330	6
436	1465	19
436	1919	13
436	2270	17
436	407	17
436	496	14
436	139	9
436	2214	17
436	690	17
436	658	13
436	799	16
436	719	15
436	272	7
436	127	4
436	230	15
436	224	2
436	326	3
436	1739	18
436	58	11
436	1522	7
436	801	2
436	1560	6
436	21	9
436	173	6
436	57	10
436	350	19
436	1398	4
436	1092	4
436	77	15
436	777	4
436	50	11
436	30	4
436	212	6
436	1093	13
436	84	1
436	1047	9
436	317	14
436	96	9
436	147	13
436	306	1
437	425	8
437	147	16
437	97	14
437	454	7
439	3561	14
439	2295	12
439	2095	17
439	3748	8
441	1470	16
442	473	13
442	496	7
442	375	1
442	204	18
442	1734	6
442	582	19
442	127	1
442	102	18
442	96	16
442	2	5
442	21	1
442	147	7
442	212	19
442	306	6
442	305	3
444	1681	18
445	1181	11
445	3302	14
445	3036	13
445	3236	5
445	1062	19
448	306	13
448	789	20
448	748	2
448	11	4
451	798	6
452	289	11
452	17	4
452	436	9
452	2180	15
452	61	5
452	900	8
453	1875	5
453	487	1
453	855	10
453	403	19
453	1398	8
453	1169	16
456	272	5
456	96	16
456	147	5
457	1255	17
460	2860	18
461	3094	10
461	350	1
461	2396	5
461	24	7
461	391	3
461	1919	10
461	537	13
461	230	17
461	364	11
461	79	20
461	317	4
461	77	14
461	1555	16
461	102	4
461	285	16
461	1398	11
461	582	5
461	1988	13
461	147	10
461	306	10
461	96	19
461	639	16
463	151	4
463	88	12
464	328	12
466	96	2
466	520	18
466	1398	12
466	1483	16
466	1512	10
466	77	14
466	147	9
466	1079	4
467	215	17
467	217	12
469	598	5
469	19	8
469	530	17
469	1986	9
469	31	9
469	177	7
469	147	13
469	272	2
469	102	14
469	96	3
469	212	1
469	326	11
472	1342	12
472	1988	3
472	2034	12
472	2338	11
472	263	12
472	860	5
472	637	18
472	326	11
472	79	2
472	2214	4
472	306	20
472	50	20
472	147	1
472	350	20
472	272	17
472	96	20
473	230	19
473	228	19
473	306	10
473	582	9
474	81	5
474	2472	18
474	733	10
474	2396	16
474	411	18
476	1398	2
476	306	13
476	1734	15
476	2050	5
476	147	17
479	1398	15
479	772	8
479	3407	2
479	147	18
479	582	10
479	306	9
480	780	1
480	1810	18
480	1296	13
480	1325	12
480	2029	18
480	536	7
480	391	12
483	3155	11
483	2308	17
483	970	9
483	666	6
484	3995	19
485	970	5
485	1678	2
487	2662	19
487	453	18
487	2084	4
488	2472	5
488	128	18
488	350	19
488	480	12
488	1988	13
488	1522	8
488	483	4
488	751	6
488	772	13
488	1024	19
488	1810	17
488	30	3
488	536	11
488	96	14
488	499	1
488	704	14
488	496	14
488	303	4
490	1136	5
491	626	2
491	1131	8
492	1892	4
492	1048	6
492	2034	8
492	79	12
492	436	11
492	36	12
492	272	6
492	846	7
492	77	11
492	14	3
492	147	19
492	96	8
492	1398	20
492	176	19
492	306	11
492	507	17
493	1863	7
493	1162	16
493	733	3
494	2969	8
496	410	7
496	514	4
496	1810	20
496	2189	4
496	1173	16
496	1895	18
496	239	3
496	289	13
496	704	13
496	830	12
496	594	14
496	1476	3
496	243	9
496	2542	8
496	131	5
496	179	12
496	180	2
496	522	1
496	1952	9
496	16	9
496	13	7
496	1092	9
496	150	8
496	306	17
496	31	11
496	11	6
496	224	7
496	272	17
496	1342	2
496	841	6
496	2543	16
496	2	16
496	442	18
496	548	11
496	473	10
496	24	16
496	2416	2
496	50	12
496	204	13
496	2006	18
496	1465	12
496	892	15
496	21	19
496	1919	15
496	203	4
496	212	8
496	296	6
496	84	14
496	567	4
496	436	6
496	273	11
496	507	4
496	702	2
496	105	10
496	1415	19
496	14	5
496	98	5
496	92	1
496	196	12
496	192	1
496	9	1
496	1287	2
496	19	11
496	145	15
496	1630	11
496	1522	13
496	563	3
496	375	19
496	2214	2
496	2187	12
496	77	14
496	228	14
496	208	7
496	102	1
496	772	2
496	147	3
496	96	15
496	79	3
496	30	4
496	1615	19
496	1555	17
496	350	9
496	488	8
498	1971	20
500	3066	19
501	147	5
503	1607	16
503	1517	9
503	1591	2
503	2040	18
503	550	10
503	1398	6
503	3058	6
503	2073	2
503	654	16
504	1860	8
504	726	3
506	2451	5
507	627	7
507	410	14
507	530	5
507	770	7
507	3018	5
507	3505	3
507	243	13
507	1085	12
507	1522	4
507	2396	20
507	2858	1
507	2086	11
507	1919	20
507	1342	3
507	1476	9
507	21	7
507	98	19
507	11	12
507	2304	6
507	1047	14
507	518	3
507	2214	18
507	224	5
507	2318	16
507	496	19
507	2326	12
507	499	16
507	2189	20
507	515	7
507	1535	8
507	426	7
507	53	15
507	2052	16
507	226	19
507	1127	12
507	84	2
507	2006	18
507	1729	20
507	1526	14
507	102	6
507	272	17
507	892	2
507	326	15
507	14	8
507	79	16
507	9	7
507	690	15
507	777	6
507	19	8
507	1287	17
507	1560	1
507	391	9
507	1398	19
507	375	1
507	364	14
507	77	3
507	1162	4
507	66	3
507	96	5
507	192	20
507	306	20
507	147	4
507	492	8
510	1169	20
510	1359	13
511	733	16
511	3343	12
511	214	5
511	1539	10
512	109	3
